,area_type,location,total_sqft,bath,balcony,price,bhk
392,Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2
393,Carpet  Area,Amruthahalli,900.0,2.0,1.0,60.0,2
394,Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2
395,Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2
399,Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3
400,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2
401,Super built-up  Area,Amruthahalli,1250.0,2.0,2.0,79.0,2
402,Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2
403,Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2
404,Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2
405,Super built-up  Area,Amruthahalli,2650.0,4.0,0.0,175.0,3
406,Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3
407,Super built-up  Area,Amruthahalli,1025.0,2.0,1.0,42.0,2
408,Built-up  Area,Amruthahalli,485.0,1.0,1.0,19.5,1
409,Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2
410,Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2
411,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2
413,Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2
414,Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2
415,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2
416,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2
417,Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2
418,Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4
419,Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2
421,Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2
422,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2
423,Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2
424,Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3
425,Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3
426,Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2
427,Super built-up  Area,Anandapura,1141.0,2.0,1.0,50.0,2
429,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
430,Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2
431,Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2
432,Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1
433,Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2
434,Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2
435,Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2
436,Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2
437,Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2
438,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
439,Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2
440,Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2
441,Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2
442,Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3
443,Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2
444,Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2
445,Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2
447,Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3
448,Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2
449,Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2
450,Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2
451,Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2
452,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
453,Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2
454,Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2
456,Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2
457,Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2
458,Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1
459,Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2
460,Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1
461,Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3
463,Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1
464,Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2
465,Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2
469,Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4
470,Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2
471,Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3
472,Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2
473,Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3
476,Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1
477,Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1
480,Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3
484,Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1
485,Super built-up  Area,Anekal,614.0,1.0,1.0,28.0,2
486,Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2
487,Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2
488,Built-up  Area,Anjanapura,1850.0,4.0,2.0,86.0,4
489,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2
490,Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3
491,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2
492,Super built-up  Area,Anjanapura,950.0,2.0,1.0,40.0,2
493,Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3
494,Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2
496,Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2
497,Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4
498,Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3
499,Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2
500,Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2
501,Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3
502,Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4
503,Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4
504,Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3
505,Plot  Area,Ardendale,3200.0,4.0,1.0,205.0,4
506,Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3
507,Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
508,Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3
509,Super built-up  Area,Ardendale,2062.0,3.0,2.0,150.0,4
511,Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2
512,Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3
513,Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
514,Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
515,Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
516,Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2
517,Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3
518,Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3
519,Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3
520,Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3
521,Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2
522,Built-up  Area,Arekere,1740.0,2.0,2.0,95.0,3
523,Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2
524,Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1
525,Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3
526,Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2
527,Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2
528,Super built-up  Area,Arekere,2710.0,6.0,2.0,142.0,4
529,Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2
530,Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2
531,Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1
532,Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4
533,Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
534,Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1
535,Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1
536,Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1
537,Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1
538,Plot  Area,Attibele,2168.0,4.0,2.0,95.0,4
539,Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1
540,Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1
542,Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1
543,Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2
544,Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1
545,Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2
546,Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2
547,Built-up  Area,Attibele,2400.0,3.0,3.0,120.0,3
548,Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1
552,Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1
554,Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
555,Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1
556,Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1
557,Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1
558,Plot  Area,Attibele,1000.0,2.0,1.0,42.0,2
559,Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1
561,Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1
562,Plot  Area,Attibele,1700.0,3.0,1.0,65.0,3
563,Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1
564,Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
565,Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3
566,Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1
567,Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2
569,Built-up  Area,BEML Layout,999.0,2.0,3.0,45.0,2
570,Plot  Area,BEML Layout,2400.0,4.0,1.0,225.0,5
572,Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
573,Super built-up  Area,BEML Layout,1200.0,2.0,2.0,67.0,2
574,Plot  Area,BEML Layout,2400.0,2.0,1.0,228.0,2
577,Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
578,Plot  Area,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
579,Carpet  Area,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
580,Built-up  Area,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
581,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
582,Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
584,Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
585,Built-up  Area,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
586,Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
587,Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
588,Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
589,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
590,Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
591,Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
592,Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
593,Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
594,Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
595,Built-up  Area,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
596,Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
597,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
598,Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
599,Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
601,Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
602,Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2
603,Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6
604,Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3
605,Super built-up  Area,BTM Layout,1776.0,2.0,3.0,75.0,3
606,Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3
607,Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2
608,Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2
609,Super built-up  Area,BTM Layout,1600.0,3.0,2.0,112.0,3
610,Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3
611,Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3
612,Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1
613,Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2
614,Super built-up  Area,BTM Layout,1470.0,2.0,2.0,99.0,3
617,Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3
619,Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3
620,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2
621,Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2
623,Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2
624,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2
626,Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3
627,Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2
628,Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3
629,Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2
630,Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2
632,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2
633,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2
634,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2
635,Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2
636,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
637,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
638,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
639,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
640,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
641,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
642,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
643,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
644,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
645,Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2
647,Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2
650,Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2
651,Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2
652,Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2
654,Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2
655,Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2
656,Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1
657,Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1
659,Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2
660,Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2
661,Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2
662,Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2
665,Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1
668,Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2
669,Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1
670,Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1
671,Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1
672,Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2
673,Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1
674,Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2
675,Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2
676,Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2
678,Super built-up  Area,Balagere,1205.0,2.0,1.0,79.0,2
679,Built-up  Area,Balagere,1012.0,2.0,1.0,68.0,2
681,Super built-up  Area,Banashankari,1077.0,2.0,2.0,37.64,2
682,Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3
683,Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3
684,Super built-up  Area,Banashankari,1800.0,3.0,2.0,115.0,3
685,Built-up  Area,Banashankari,1125.0,2.0,1.0,63.0,2
687,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2
688,Super built-up  Area,Banashankari,2600.0,4.0,1.0,135.0,3
689,Super built-up  Area,Banashankari,1900.0,2.0,1.0,170.0,3
690,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
691,Super built-up  Area,Banashankari,1170.0,2.0,2.0,46.79,2
693,Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3
695,Super built-up  Area,Banashankari,1330.0,2.0,1.0,78.0,2
696,Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3
697,Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3
698,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
699,Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2
700,Super built-up  Area,Banashankari,1041.0,2.0,1.0,36.44,2
701,Super built-up  Area,Banashankari,2400.0,1.0,1.0,200.0,1
702,Super built-up  Area,Banashankari,1390.0,2.0,2.0,86.0,2
703,Super built-up  Area,Banashankari,1460.0,2.0,3.0,70.0,2
704,Super built-up  Area,Banashankari,1200.0,2.0,1.0,60.0,2
705,Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2
706,Built-up  Area,Banashankari,1186.0,2.0,3.0,65.0,2
707,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
709,Super built-up  Area,Banashankari,1181.0,2.0,1.0,75.0,2
710,Super built-up  Area,Banashankari,1105.0,2.0,2.0,90.0,2
711,Super built-up  Area,Banashankari,720.0,1.0,1.0,60.0,1
712,Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2
713,Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2
714,Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2
715,Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2
716,Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2
717,Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3
718,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
719,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2
720,Built-up  Area,Banashankari,600.0,1.0,0.0,27.0,2
721,Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2
722,Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2
724,Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3
725,Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3
726,Built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
727,Super built-up  Area,Banashankari,1175.0,2.0,1.0,41.13,2
729,Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2
730,Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3
731,Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
734,Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3
735,Super built-up  Area,Banashankari,1100.0,2.0,1.0,63.0,2
736,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
737,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
739,Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3
740,Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
741,Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
742,Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
743,Plot  Area,Banashankari Stage II,2400.0,3.0,2.0,510.0,5
744,Super built-up  Area,Banashankari Stage II,1240.0,2.0,2.0,59.52,3
745,Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
746,Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
747,Plot  Area,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
748,Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
749,Super built-up  Area,Banashankari Stage II,2800.0,3.0,2.0,425.0,5
750,Built-up  Area,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
751,Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
752,Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
753,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
754,Super built-up  Area,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
755,Super built-up  Area,Banashankari Stage III,1650.0,3.0,2.0,118.0,3
756,Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
757,Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
759,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
760,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
761,Super built-up  Area,Banashankari Stage III,1200.0,2.0,0.0,42.0,2
762,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
763,Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
764,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
765,Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
766,Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
767,Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
768,Super built-up  Area,Banashankari Stage III,1500.0,2.0,2.0,100.0,3
769,Built-up  Area,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
770,Super built-up  Area,Banashankari Stage III,1420.0,2.0,2.0,95.0,3
771,Super built-up  Area,Banashankari Stage V,1300.0,2.0,1.0,58.5,3
772,Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
773,Super built-up  Area,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
774,Super built-up  Area,Banashankari Stage V,1355.0,2.0,1.0,61.0,3
775,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
776,Super built-up  Area,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
777,Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
778,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
779,Super built-up  Area,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
780,Super built-up  Area,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
781,Super built-up  Area,Banashankari Stage V,920.0,2.0,1.0,41.5,2
782,Built-up  Area,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4
783,Plot  Area,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4
784,Plot  Area,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4
785,Super built-up  Area,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2
786,Super built-up  Area,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
787,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
788,Super built-up  Area,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
789,Plot  Area,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
790,Super built-up  Area,Banaswadi,1184.0,2.0,3.0,53.0,2
791,Super built-up  Area,Banaswadi,1145.0,2.0,2.0,55.0,2
792,Super built-up  Area,Banaswadi,1250.0,2.0,0.0,60.0,2
793,Super built-up  Area,Banaswadi,1365.0,2.0,2.0,73.0,2
794,Plot  Area,Banaswadi,1903.0,6.0,2.0,140.0,5
795,Super built-up  Area,Banaswadi,1222.0,2.0,2.0,80.0,2
796,Super built-up  Area,Banaswadi,870.0,2.0,2.0,38.0,2
797,Super built-up  Area,Banaswadi,1200.0,2.0,3.0,60.0,2
799,Super built-up  Area,Banaswadi,527.0,1.0,0.0,35.0,1
800,Super built-up  Area,Banaswadi,1340.0,2.0,2.0,73.0,2
801,Super built-up  Area,Banaswadi,1008.0,2.0,2.0,52.0,2
802,Built-up  Area,Banaswadi,1105.0,2.0,2.0,57.0,2
803,Plot  Area,Banjara Layout,1200.0,2.0,2.0,70.0,2
804,Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2
805,Plot  Area,Banjara Layout,753.0,3.0,3.0,59.5,2
806,Plot  Area,Banjara Layout,2500.0,4.0,0.0,140.0,3
807,Super built-up  Area,Bannerghatta,3012.0,6.0,2.0,250.0,4
808,Super built-up  Area,Bannerghatta,1665.0,3.0,3.0,110.0,3
809,Super built-up  Area,Bannerghatta,2370.0,4.0,2.0,195.0,3
810,Super built-up  Area,Bannerghatta,1100.0,2.0,1.0,66.0,2
811,Super built-up  Area,Bannerghatta,1113.0,2.0,1.0,70.0,2
812,Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2
813,Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2
814,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,124.0,3
815,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,150.0,3
816,Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1
817,Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
818,Plot  Area,Bannerghatta Road,1200.0,2.0,0.0,125.0,4
819,Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
820,Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1
821,Carpet  Area,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
822,Super built-up  Area,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
824,Super built-up  Area,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
826,Super built-up  Area,Bannerghatta Road,1179.0,2.0,1.0,66.02,2
827,Built-up  Area,Bannerghatta Road,793.0,2.0,1.0,45.0,2
829,Super built-up  Area,Bannerghatta Road,1400.0,2.0,2.0,78.0,2
831,Built-up  Area,Bannerghatta Road,1215.0,2.0,0.0,50.0,2
832,Super built-up  Area,Bannerghatta Road,1654.0,3.0,2.0,100.0,3
833,Built-up  Area,Bannerghatta Road,1181.0,2.0,0.0,55.0,2
835,Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,75.0,2
837,Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,31.83,1
838,Super built-up  Area,Bannerghatta Road,1105.0,2.0,1.0,51.0,2
